,car_id,pp_brand_id,pp_genre_id,pp_brand_name,left_behind,left_front
0,421581,30,261,ÎÖ¶ûÎÖ,150452193b909161,15045618e86f0761
1,450059,30,262,ÎÖ¶ûÎÖ,1505633e0a0c1411,1505803df48fcfb1
2,416056,30,263,ÎÖ¶ûÎÖ,15052320117f99e1,1505321fed5e0741
3,450741,30,261,ÎÖ¶ûÎÖ,150544edceeefa41,150561eda4b103f1
4,460959,30,251,ÎÖ¶ûÎÖ,15051723c636f881,150560237bd5ad81
5,424271,30,263,ÎÖ¶ûÎÖ,15054936f7934fd1,15055136d5bd6c61
6,464671,30,251,ÎÖ¶ûÎÖ,1505933f6d1d20c1,1505883f94803371
7,132086,30,258,ÎÖ¶ûÎÖ,1505813317c44ed1,1505953280575c31
8,150588,30,255,ÎÖ¶ûÎÖ,150648dec5c3cb21,150647debf79c031
9,435755,30,260,ÎÖ¶ûÎÖ,1506154e25462e41,1506384e03dd9451
10,386982,30,261,ÎÖ¶ûÎÖ,1506576de60a4d41,1506926ddf77c4f1
11,462276,30,2474,ÎÖ¶ûÎÖ,15067990e541b521,15069490c6dcebb1
12,236243,30,263,ÎÖ¶ûÎÖ,1507561b72e19001,1507661b6472baf1
13,218080,30,2474,ÎÖ¶ûÎÖ,15076759bb614191,15071659a21d0451
14,419741,30,2474,ÎÖ¶ûÎÖ,15079700f588d971,1507150cd4318ec1
15,545713,30,262,ÎÖ¶ûÎÖ,1507622a4e3fa151,1507501f47e331f1
16,340898,30,20057,ÎÖ¶ûÎÖ,150785136d2635c1,1507970a835bcb21
17,530987,30,260,ÎÖ¶ûÎÖ,15089026d6385211,15082726b5d4ac51
18,585749,30,261,ÎÖ¶ûÎÖ,150881be33e7f061,150883be2a7210f1
19,529655,30,258,ÎÖ¶ûÎÖ,150896c1c076c4c1,150852be49cc5e21
20,565554,30,263,ÎÖ¶ûÎÖ,150850d0af5363b1,150839d0aa0fcae1
21,644710,30,261,ÎÖ¶ûÎÖ,1509917668384711,150974766308e541
22,660607,30,263,ÎÖ¶ûÎÖ,150937e2ab2a30d1,150963e298055cc1
23,673019,30,260,ÎÖ¶ûÎÖ,151013dd8d6f7731,151013dd5e6c5961
24,677728,30,255,ÎÖ¶ûÎÖ,151254d03cd5e0b1,151291d00bdbac51
25,717069,30,258,ÎÖ¶ûÎÖ,1703704f87705d51,17036851a9006b61
26,722658,30,2474,ÎÖ¶ûÎÖ,160143de3e083f51,160151de397fd3f1
27,680718,30,263,ÎÖ¶ûÎÖ,160163e5c6344c21,160170e5a1559ef1
28,728072,30,258,ÎÖ¶ûÎÖ,1602563c5e5b1681,1602453c348eaac1
29,717501,30,255,ÎÖ¶ûÎÖ,160341070f88e0a1,16032806c17e0e81
30,686283,30,255,ÎÖ¶ûÎÖ,1604251f28559ad1,1604351f24710761
31,733049,30,2474,ÎÖ¶ûÎÖ,160494e9ec487e31,160422e91b25e031
32,742739,30,263,ÎÖ¶ûÎÖ,1604345f48d64f81,1604325f3d99c121
33,731882,30,263,ÎÖ¶ûÎÖ,1604384b708ef9d1,1604894babf3bde1
34,631508,30,2474,ÎÖ¶ûÎÖ,1605893a25557581,1605223a00c27591
35,743479,30,263,ÎÖ¶ûÎÖ,160585fc520edee1,160528fc75931cd1
36,739384,30,255,ÎÖ¶ûÎÖ,1606104ed39c5261,1606114ecc71f9e1
37,755212,30,251,ÎÖ¶ûÎÖ,1607322862858441,160744285c959cb1
38,754891,30,263,ÎÖ¶ûÎÖ,1607849174df9961,160735914b227bf1
39,727698,30,260,ÎÖ¶ûÎÖ,1607335ccd212f51,1607895cb75dff31
40,685031,30,260,ÎÖ¶ûÎÖ,160967242e927211,16093424289bfbd1
41,767281,30,261,ÎÖ¶ûÎÖ,16096135a362fc91,1609393588bb53a1
42,677109,30,255,ÎÖ¶ûÎÖ,160999b4ef844601,160935b4c466e501
43,773988,30,258,ÎÖ¶ûÎÖ,1610746cd23434b1,1610886ceaaaaac1
44,769139,30,258,ÎÖ¶ûÎÖ,161096e65699a2d1,161058e64e0274b1
45,779700,30,263,ÎÖ¶ûÎÖ,1611516f20939b21,1611406f165b7e91
46,772317,30,263,ÎÖ¶ûÎÖ,161191eaff114bd1,161193eadf5f35e1
47,784729,30,255,ÎÖ¶ûÎÖ,161297503b629b11,16126150335f4271
48,772756,30,255,ÎÖ¶ûÎÖ,16126055acafc491,1612585589ecc041
49,784343,30,2474,ÎÖ¶ûÎÖ,170142694bd06271,1701426941eaf691
50,790785,30,258,ÎÖ¶ûÎÖ,170172bd3c238141,170182bd34677801
51,790022,30,255,ÎÖ¶ûÎÖ,170131008dc272b1,17019700732576b1
52,778806,30,261,ÎÖ¶ûÎÖ,170227450b2450d1,1702974508ac8a11
53,786275,30,2473,ÎÖ¶ûÎÖ,1702304e1d84e931,1702674d8fa72311
54,777789,30,263,ÎÖ¶ûÎÖ,17029129bda10f11,17022029b7875471
55,801277,30,258,ÎÖ¶ûÎÖ,1704590142b115c1,170469011c17aff1
56,802927,30,2474,ÎÖ¶ûÎÖ,1704220e4d81a411,1704140e47ae6e41
57,403325,30,255,ÎÖ¶ûÎÖ,,
58,807820,30,258,ÎÖ¶ûÎÖ,1705314e14a5b901,1705274e38db8dc1
59,814656,30,262,ÎÖ¶ûÎÖ,170668e801a9d1d1,170626e7fb7a8e51
60,737764,30,255,ÎÖ¶ûÎÖ,1707271a0b8e9561,1707891a00f23131
