,car_id,pp_brand_id,pp_genre_id,pp_brand_name,left_behind,left_front
0,142777,29,1191,现代,1504757c6b0b6ad1,1504137c4bcc99f1
1,301081,29,662,现代,,
2,120462,29,578,现代,1504718479f13881,
3,403174,29,665,现代,150414d405b7d981,150430d35b077791
4,331513,29,578,现代,1504640322c2d241,15048202ee1791f1
5,418199,29,207,现代,1504501323dadc61,150449130236b701
6,316479,29,578,现代,,15047810487dbde1
7,429646,29,665,现代,1504793aa2de4191,1504173a6c263f41
8,105376,29,667,现代,1504315fb271dae1,1504875f765c9b71
9,424736,29,667,现代,1504125d9e5d2941,1504335d61438f71
10,10674,29,578,现代,,
11,61348,29,662,现代,150499d68ed5d1a1,150460d659963a61
12,67436,29,578,现代,150487d7ba1f0ca1,150496d8668b7111
13,223903,29,580,现代,150476cbd9650301,150436cbfa797571
14,429035,29,665,现代,150487d3a45e1d81,150436d37d5438f1
15,114980,29,1191,现代,150440e3ed9ceb01,
16,278122,29,578,现代,150483e2b08f8521,150481e27d7e4571
17,425188,29,1191,现代,,1504310c6dc1c7c1
18,151068,29,578,现代,15042927849ad991,1504582768399031
19,408535,29,665,现代,15043210d4e9b661,15044611071da311
20,420761,29,665,现代,15042113304f1c51,15047312fba28f61
21,219660,29,556,现代,150431150d6b8941,15041114e15522d1
22,434851,29,665,现代,1504906b5494f6f1,1504736b37b234d1
23,146242,29,662,现代,150441686eb5beb1,150429684bc3eed1
24,402341,29,578,现代,15044176ab50da61,15042776d60ee051
25,424724,29,662,现代,1504937a69768311,1504837a1bb106f1
26,429715,29,578,现代,1504317f4c4b4ba1,1504267eed19bd91
27,421628,29,207,现代,150452c6ea24de41,150448c6b7a25841
28,415595,29,578,现代,150431e8f88995c1,150445e8864dd571
29,422336,29,1191,现代,1504940f15daa4c1,1504580ed5429f01
30,425762,29,20126,现代,,
31,433603,29,665,现代,150440fc74ac0cd1,150419fc99838721
32,433366,29,662,现代,1504120010f28551,150423ffb631eaa1
33,319803,29,207,现代,,
34,361865,29,662,现代,1504642c44a144c1,1504712c05c579f1
35,415769,29,207,现代,15043069ade8a101,150450698f4d1c11
36,415209,29,578,现代,1504787481553011,150456746a4655c1
37,424521,29,662,现代,1504159071ceecf1,15043590a14ea281
38,436249,29,665,现代,1504598a76cee841,1504688a64cd20d1
39,423361,29,578,现代,,
40,385515,29,578,现代,150487c2ad29e411,150465c2403928d1
41,426547,29,578,现代,150421c4cab16ad1,150418c465ef6f11
42,432705,29,662,现代,150468cfd957a1c1,150482d01291d7b1
