,1,,,,,
1,10267,0,0,,1503601f07a8ff81,151195e72638cd01
,230642,1,1,大众,,
,136098,27,609,本田,,1.50E+15
,13570,0,0,,1503494f68dcde21,1503611a8691f401
,341233,53,1340,福特,1505597222f3a691,150574721a35e421
,111123,110,983,MG,150249769f1805e1,15026176915c4331
,174133,131,1101,长安,,
,364876,27,508,本田,,150238aa28175d61
,301058,49,338,比亚迪,150274b1ae12e3b1,150258b166469da1
,219339,4,7,三菱,,
,387756,18,121,雪佛兰,1502883b93278a81,1502633b636e71c1
,365651,10,20019,斯柯达,15023796d4debfc1,15021896b8473c21
,187999,66,616,宝骏,,150289c6f69b5d21
,134676,31,858,丰田,1503308a6a4b0e31,1503588a91234bd1
,270016,13,81,马自达,15037537f9980b51,15036738d748a061
,122716,11,989,奥迪,,
,213631,51,395,江淮,,
,278687,105,1317,MINI,,
,268019,12,2458,日产,1503432fd4c3b291,1503182fa816a4a1
,38983,0,0,,1504697e1264bf21,15101764ae02c811
,15223,39,368,英菲尼迪,,1503105b34941d71
,402616,31,20054,丰田,,
,345575,12,63,日产,,
,407944,27,1078,本田,,1503220a46e3a0b1
,351303,27,633,本田,,1503687a4d5b95f1
,390511,1,16,大众,,
,261914,53,2555,福特,1503633da62a3141,1503553d7fd447e1
,408361,1,16,大众,,1503963f943e2cd1
,185917,1,20,大众,1503859ced6a18f1,1503589d605ad641
,375505,11,20023,奥迪,150337c4e657b901,150340c4bbcd0ba1
,264078,0,0,,,150344f3aea87fb1
,290125,1,51,大众,1503892f6968dfa1,150390301ae21141
,410694,31,228,丰田,1503294e81df58b1,1503644ed33dd851
,402216,28,202,标致,15039357ad05fbe1,150336578b726e21
,410140,131,2522,长安,15037696d04512c1,150384960d31f111
,403706,12,60,日产,1503719ca1323cd1,1503569c7a774521
,154374,40,502,东风风神,150313f6a6448421,150395f6dfa26b51
,139700,28,201,标致,,150382c49e20dd01
,196933,31,282,丰田,150393f074b73c01,150351f09c5b5aa1
,410002,15,930,宝马,1503210cbfc6cd71,1503970c7ee93971
,134947,49,353,比亚迪,150363888cecbda1,150369885f4e18a1
,50692,15,20026,宝马,15038920380a06f1,150364200b22e761
,409142,54,460,海马,,
,399501,21,143,起亚,15034847f9068ed1,1503855a1626e2f1
,313482,49,352,比亚迪,,
,290482,12,64,日产,150379deb5796d41,150351de8eb211f1
,232412,4,97,三菱,,
,415954,18,2567,雪佛兰,150356165dd65ab1,150366162aaae541
,404670,132,1121,长安商用,1503201a4c2095e1,1503191a3eac7851
,386606,84,1120,东风风行,1503911fd4396ca1,1503721ff8d96f01
,274133,27,596,本田,,
,173537,13,81,马自达,,
,411067,31,228,丰田,,150375878dee6361
,415558,45,649,斯巴鲁,,
,386639,12,56,日产,,
,410769,18,2567,雪佛兰,,
,404392,72,684,金杯,,
,402398,10,62,斯柯达,,
,71821,21,139,起亚,,
,417646,12,63,日产,,
,415810,16,104,别克,15039166c3149311,1503165c01444b61
,402217,51,20200,江淮,,
,402444,12,55,日产,,
,420515,16,101,别克,,
,142777,29,1191,现代,1504757c6b0b6ad1,1504137c4bcc99f1
,245380,54,2476,海马,,
,394067,31,228,丰田,,
,315758,3,23,奔腾,,
,368748,32,221,吉利,,
,414811,16,1335,别克,,
,421905,31,282,丰田,,
,419706,27,1078,本田,,
,408226,13,81,马自达,,
,417730,12,60,日产,,
,402883,27,609,本田,,
,189105,18,120,雪佛兰,15046916c8781e51,15049016ac77d191
,337863,28,204,标致,,
,185994,56,2558,纳智捷,15049233556b1b41,1504193339c9f6d1
,228006,31,20054,丰田,,
,318192,21,140,起亚,150417575ac71c01,150495573d7dab01
,243788,31,861,丰田,,
,399594,73,1334,铃木,,
,202367,43,280,雷克萨斯,,
,395222,18,120,雪佛兰,,
,414607,21,139,起亚,,
,380377,31,861,丰田,,
,423618,84,1125,东风风行,,
,404382,13,344,马自达,,
,423227,89,803,广汽传祺,,
,418064,132,1118,长安商用,,
,301081,29,662,现代,,
,296727,1,49,大众,,150499784edc99b1
,407621,27,1217,本田,,
,408524,31,234,丰田,,
,342630,31,282,丰田,,1504257b61020be1
,249865,3,3,奔腾,,
,17326,31,20054,丰田,,
,103112,32,220,吉利,,
,232630,31,282,丰田,15046190033e0dd1,150445903f8f8631
,410464,0,0,,1504555e6b00e9d1,15046059d2576591
,419935,73,1334,铃木,150495702aed8301,150457679fd9f021
,426171,18,2569,雪佛兰,150463692ea3a9f1,15041369075cbee1
,255357,31,861,丰田,15044470318ef791,1504577017331f51
,420847,1,17,大众,15048673b14c51c1,15048771cb2b9c91
,257091,18,126,雪佛兰,,150496735f701da1
,425857,12,64,日产,1504467d669fd411,1504947d08f342f1
,426908,12,61,日产,1504178241e71a01,15049783cad3d2c1
,120462,29,578,现代,1504718479f13881,
,425175,21,140,起亚,,150417862c9cf351
,407782,16,101,别克,1504498801a02841,15043098497769f1
,420555,31,815,丰田,1504598d41177111,1504108d9195b061
,423728,0,0,,150488add78dbaa1,150481ae1c321151
,277864,32,1180,吉利,150448a365cf56b1,150435a2ef284911
,425980,16,106,别克,150483a66f6f68a1,150472a602efa731
,422538,9,1350,奇瑞,150483a637e40e81,150479a5d20cc821
,424059,49,352,比亚迪,150468ab89ad6f61,150425ab3d14d291
,118195,13,81,马自达,150420a8ab495e61,150416a8408f52b1
,426433,16,106,别克,150413ac20d93c21,150459a8a15bbd41
,429299,21,140,起亚,150465b099c841e1,150422b0d53a4601
,425732,96,865,Smart,150417b0de41de81,150489b03ea39041
,423054,53,1340,福特,150429af12091ea1,150483aed01b97b1
,403705,16,103,别克,,
,399968,79,2400,五菱,150484b1aa02ce61,150490b18c88dbf1
,426436,31,228,丰田,150462b381ee0251,150498b35a9f8821
,422610,28,203,标致,150438b4f2405bf1,150475b4bc59c761
,427602,46,321,长城,150427eb38d80f51,150428eb350ca3b1
,426435,31,228,丰田,150410ba7932c851,150453b9d56d9af1
,413773,51,415,江淮,150443c01f345d11,150440bd3f57b7b1
,426489,27,1078,本田,150461bec9d230d1,150466be88b54421
,429448,84,768,东风风行,150429bc756bf0d1,150487bc2c6cdb11
,425829,49,350,比亚迪,150490be7e0fcb31,150482be55deaf61
,427170,0,0,,,150488c0a1ae4db1
,427830,53,427,福特,150414c3d947fb91,150414c385966671
,426618,40,504,东风风神,150487c70c063fb1,150476c6e690eac1
,427057,131,2522,长安,150492c751bacb91,150456c70ac2a3c1
,221209,31,861,丰田,150443c79f687451,150497c77f437931
,124108,1,20010,大众,150492cb57419871,150449cafe5ec5d1
,425989,53,431,福特,150446ccf0ad6621,150418cd3b28ccd1
,426901,9,2416,奇瑞,150477cf49c4b3f1,150417cec0f143f1
,267936,13,976,马自达,150430cebe0830f1,150443ce832f9421
,422320,85,772,全球鹰,150484cfc63ce331,150420cf48260b21
,429467,31,861,丰田,150410d04985d1e1,150438d01bad1261
,425719,59,521,中华,150410d879aa02a1,150410d7f6d79ac1
,425308,79,753,五菱,150440db791e8451,150443db3aeb1d61
,428885,1,52,大众,150441dd645e4f91,150422e0bd2f08a1
,417238,31,887,丰田,150449f07496b0b1,150458e53cbf1281
,415803,114,992,北汽幻速,150444e9c7d08f81,150416e961dd1d61
,371415,0,0,,150449ef6410a211,150452eee47e98e1
,404452,31,861,丰田,150490f0e361c711,150426f09fadad11
,416206,28,205,标致,150452f161be0be1,150439f0c4220db1
,426913,31,282,丰田,150476aa911de291,150434a966928881
,407167,16,106,别克,150448ba7f80b431,150480bb724a0ab1
,209334,27,594,本田,150418bb878bd021,150441bb23987cb1
,425335,31,228,丰田,150450bbcff41f21,150444bb402ac651
,426549,0,0,,150488bfb5109fa1,150478bf89f01c81
,411983,13,355,马自达,150475c1ee8856b1,150497c1a2e98b71
,420442,16,101,别克,150482c49243be11,150477c4620e3ca1
,426895,51,395,江淮,150485c488149be1,150418c5ee03b221
,421120,48,309,奔驰,150436c7b7d86901,150463c77b2ade51
,420620,21,138,起亚,150457c8cf284551,150459c921250331
,425933,16,103,别克,150440caadd21fa1,150473caedc4e291
,422824,1,47,大众,150416d254576931,150440d213380a91
,403174,29,665,现代,150414d405b7d981,150430d35b077791
,430063,27,192,本田,150494d53e21e761,150476d5125c54f1
,389373,1,1135,大众,,
,403751,32,20191,吉利,150421d8b10a0151,150470d810a55631
,303622,0,0,,150452df2c32ed71,150455def56f3131
,427112,56,492,纳智捷,150442dbcae428f1,150420dd72490631
,427378,11,20023,奥迪,150451dbbfd11751,150479dd0987b3b1
,430109,0,0,,150481e8a68f6cd1,150472e839d6d791
,422807,0,0,,150470e0d3a04fd1,150474e0ad9eb901
,412941,16,1335,别克,150458e78dd05481,150428e7e7d8ae91
,427413,19,133,Jeep,150418ec238bfe61,150477ea781b4f51
,415507,32,213,吉利,150498eb51849221,150468eb2b55ebe1
,56767,18,125,雪佛兰,,
,425808,12,2458,日产,150494ea79cca141,150477ea510d19f1
,425561,15,90,宝马,150491fbec86ec01,150492fafca55f81
,411102,3,3,奔腾,150491f1334a5a11,150452f108225761
,423858,1,17,大众,150430f547a6e201,150432f4c92e5db1
,425709,138,1291,威麟,150430f4936075a1,150496f4301c0df1
,427651,28,203,标致,150435f71fb45001,150419f9a655c9f1
,430153,66,611,宝骏,150464f7f3a58d31,150465f7b5918ca1
,426603,1,20,大众,150474f967627061,150430f8d78ecd51
,425305,16,101,别克,150432ff87a57c11,150413ff521800e1
,273205,18,2567,雪佛兰,15046204d72e40b1,15047604bd210061
,331513,29,578,现代,1504640322c2d241,15048202ee1791f1
,427660,79,2400,五菱,1504810599513ba1,15046005ca9bbed1
,275315,18,2567,雪佛兰,150433090a1458d1,15043508d00a6fb1
,430246,12,64,日产,1504710a4d011b01,1504600a051d1c91
,430253,4,7,三菱,1504900d520f5251,1504790cfc531ca1
,427838,4,100,三菱,150474177ecb67f1,1504351712e7ff31
,426211,44,273,哈弗,15046912dcdab4f1,15047112940d3351
,200192,110,979,MG,15042711949eefd1,150469115887a721
,418199,29,207,现代,1504501323dadc61,150449130236b701
,423262,57,496,启辰,150468165c4bbde1,150424162f5d4fa1
,424370,53,1339,福特,1504521acd0439d1,1504411af077c7b1
,429184,27,508,本田,1504661df04f96d1,1504181dc7611811
,428621,27,192,本田,1504142f00674431,1504932eb1e9f311
,422697,31,225,丰田,15043129a1cfa931,150455295323dd21
,316348,13,81,马自达,1.50E+15,150445369d3a0591
,417954,12,58,日产,150410370cc2e1b1,150427379da94821
,426118,49,352,比亚迪,15047538977dd4a1,1504373841da7df1
,423959,44,273,哈弗,1504633d2b82b8a1,1504333d095c1c41
,412629,18,2567,雪佛兰,15046743dd982cb1,150453437ae42081
