,car_id,pp_brand_id,pp_genre_id,pp_brand_name,left_behind,left_front
0,268019,12,2458,日产,1503432fd4c3b291,1503182fa816a4a1
1,345575,12,63,日产,,
2,403706,12,60,日产,1503719ca1323cd1,1503569c7a774521
3,290482,12,64,日产,150379deb5796d41,150351de8eb211f1
4,386639,12,56,日产,,
5,417646,12,63,日产,,
6,402444,12,55,日产,,
7,417730,12,60,日产,,
8,425857,12,64,日产,1504467d669fd411,1504947d08f342f1
9,426908,12,61,日产,1504178241e71a01,15049783cad3d2c1
10,425808,12,2458,日产,150494ea79cca141,150477ea510d19f1
11,430246,12,64,日产,1504710a4d011b01,1504600a051d1c91
12,417954,12,58,日产,150410370cc2e1b1,150427379da94821
13,323031,12,64,日产,15044029e5713811,150450295c38fe31
14,422919,12,60,日产,1504195c24b36eb1,1504455ba3bc8471
15,428558,12,55,日产,1504356584c5b1a1,1504606512234ff1
16,352744,12,55,日产,15041571fbaf0951,15043888d26be761
17,401201,12,64,日产,15044582af51d3b1,15043082cadc6bf1
18,428883,12,2458,日产,1504175acb6f0781,1504395a9343ac51
19,429232,12,64,日产,150433682b968041,15042467b6804121
20,428651,12,61,日产,15049468c21650d1,15041068a3b8ff91
21,424764,12,55,日产,1504767d356ecfa1,1504387c5e4c9061
22,432211,12,63,日产,1504957c34a6a821,1504317bb17fbe31
23,432397,12,64,日产,150427b3b350b3a1,150480b38a8f7e01
24,432595,12,60,日产,150480ed41d53f41,150463ecf2a02901
25,135989,12,55,日产,150470efd66506e1,150453efbbb4ebb1
26,160717,12,56,日产,150474f04f27f991,150446f06d8ed751
27,150771,12,63,日产,1504522fcd8f3791,15048630220f1351
28,409478,12,59,日产,1504280d003e3ff1,1504160cdbcb0971
29,424735,12,60,日产,150495163969ad71,1504281613b1cef1
30,190199,12,55,日产,15049218fee0a001,150454189d5c9ad1
31,426604,12,58,日产,1504682591e761b1,15042225599f9e01
32,430913,12,64,日产,15044769a188d541,150433687a2cdf21
33,408964,12,61,日产,15045292c7cdc041,150499928ee18c71
34,424316,12,1224,日产,1504427620a24641,1504997586d27171
35,428391,12,1224,日产,1504407acb677a71,1504447a87f135f1
36,428904,12,2458,日产,150490a9897aa711,150454a935be9931
37,434866,12,55,日产,150414c6d36a4d41,150462c6672a8d51
38,433594,12,64,日产,150467dac011ff11,150428c9f01ffc61
39,436066,12,64,日产,150443ffa1811771,150497ff7712c1f1
40,434211,12,63,日产,150458f58d2f0df1,150453f5dbc257c1
41,435632,12,63,日产,15046204e73c8591,150453048c74ee61
42,374757,12,58,日产,15048911b0b510f1,15045012329afda1
43,268262,12,64,日产,1504953380e16221,15045133047b0f91
44,292750,12,56,日产,150417528a48feb1,1504345255b89111
45,210461,12,63,日产,15042854065f88f1,1504705491da72b1
46,56725,12,55,日产,1504846769603f31,150446673a97cf01
47,424198,12,55,日产,150478691dea7eb1,15049668e3cd7781
48,433717,12,64,日产,1504246bacea3e61,1504446b34c92f71
49,431268,12,55,日产,1504327faeabea01,1504847f508cde61
50,435469,12,64,日产,1504898f41ac2031,1504638ed79d03a1
51,421811,12,58,日产,1504839198185de1,1504609150d1c061
52,434488,12,1224,日产,150491a4bb1c1011,150413a4e1cd2e91
53,437577,12,64,日产,150448c07c1a5651,150488c04a117f91
54,427751,12,64,日产,1504609c493c0051,1504249c26d2a071
55,85867,12,61,日产,150451ba0c6beb41,150410ba2e8820a1
56,439752,12,64,日产,150464cfe3c3add1,150433cfca1b5851
57,422403,12,61,日产,150493d61f7a6791,150454d0870aae41
58,438375,12,64,日产,150432e70ece73f1,150436e6e0396211
59,217118,12,55,日产,150498f95b018ea1,150422f93a25d7c1
60,436271,12,2458,日产,150498016edf33a1,150457015926dfb1
61,427729,12,60,日产,15049719c5a91d81,1504591a13e71591
62,418254,12,58,日产,150441dd9204e7f1,150427dd355d6491
63,431700,12,61,日产,,
64,429826,12,55,日产,15047402a5bd6521,150416028675a851
65,431301,12,58,日产,15047412f6a5d451,15042112b40f27e1
66,440206,12,63,日产,15041210cd3d70e1,15041010ad780391
67,411882,12,60,日产,1504933e691c0f31,1504893e205c58a1
68,432984,12,61,日产,15044248f17523b1,15041247aa635981
69,425331,12,64,日产,1504434beb292781,1504914c12692011
70,426466,12,55,日产,,
71,141488,12,60,日产,1504585edebd6af1,1504835e293882b1
72,432582,12,60,日产,15044763251ad801,15046462e556fe61
73,426490,12,55,日产,,
74,416623,12,63,日产,15046680f47e3471,1504468095322451
75,412333,12,64,日产,1504889bb374a221,1504499b4d999a51
76,431210,12,60,日产,1504989c440a8011,1504649be58cd7d1
77,227132,12,2458,日产,150472a02986bcf1,150445a009220a01
78,402760,12,63,日产,150442bf6909f4e1,150422bf192651d1
79,432660,12,63,日产,150417c38c38f541,150468c3cd0f7141
80,426298,12,56,日产,150454e3d51ec271,150445e39ebf1fc1
81,428611,12,64,日产,15041002685ee081,15047902518af941
82,441181,12,55,日产,15047106c6d6a741,15046106a2afd961
83,426055,12,55,日产,1504220f89013391,1504640f5a5d0f71
84,439663,12,2458,日产,15046827447a0741,15042027182fb821
85,403115,12,61,日产,15044433699d4701,15043533428bc191
86,433416,12,55,日产,15043136bd2922e1,1504833664a55911
87,439400,12,58,日产,1504738845f36231,15044288796eeac1
88,417888,12,64,日产,15048730477eba21,1504682fdab87cf1
89,438214,12,55,日产,150469b85a7ed141,150483b80b701b31
90,438758,12,55,日产,1504244ef989d2b1,1504384f656bb811
91,442055,12,55,日产,150498833d83d761,1504958559822ac1
92,407483,12,55,日产,150452b7a6ecf321,150487b77390f721
93,438592,12,58,日产,150466804b76cde1,150497803db86461
